p0,p1,p2,p3,p4,p5,t0,t1,objective,elapsed_sec
 , , ,128,80,256,100,40,0.0058635,1221.501150846481
#pragma clang loop(j2) pack array(A) allocate(malloc), ,"#pragma clang loop(i1,j1,k1,i2,j2) interchange permutation(j1,k1,i1,j2,i2)",128,20,256,100,40,0.0087065,1233.6127140522003
 , ,"#pragma clang loop(i1,j1,k1,i2,j2) interchange permutation(j1,k1,i1,j2,i2)",128,128,256,100,40,0.0060785,1245.96115732193
 , ,"#pragma clang loop(i1,j1,k1,i2,j2) interchange permutation(j1,k1,i1,j2,i2)",128,100,256,100,40,0.0060505,1257.0406730175018
 , ,"#pragma clang loop(i1,j1,k1,i2,j2) interchange permutation(j1,k1,i1,j2,i2)",128,64,256,100,40,0.0061955,1268.3019695281982
#pragma clang loop(j2) pack array(A) allocate(malloc), ,"#pragma clang loop(i1,j1,k1,i2,j2) interchange permutation(j1,k1,i1,j2,i2)",16,64,64,100,40,0.0143295,1280.0446135997772
 ,#pragma clang loop(m2) pack array(B) allocate(malloc), ,16,100,64,100,40,0.009601,1291.5894339084623
#pragma clang loop(j2) pack array(A) allocate(malloc), ,"#pragma clang loop(i1,j1,k1,i2,j2) interchange permutation(j1,k1,i1,j2,i2)",16,20,64,100,40,0.0147445,1304.2295558452606
 , ,"#pragma clang loop(i1,j1,k1,i2,j2) interchange permutation(j1,k1,i1,j2,i2)",96,2048,256,100,40,0.0061665,1314.976746559143
#pragma clang loop(j2) pack array(A) allocate(malloc), ,"#pragma clang loop(i1,j1,k1,i2,j2) interchange permutation(j1,k1,i1,j2,i2)",16,2048,50,100,40,0.014101,1326.9173655509949
 , ,"#pragma clang loop(i1,j1,k1,i2,j2) interchange permutation(j1,k1,i1,j2,i2)",128,8,256,100,40,0.006687,1338.9725692272186
#pragma clang loop(j2) pack array(A) allocate(malloc), ,"#pragma clang loop(i1,j1,k1,i2,j2) interchange permutation(j1,k1,i1,j2,i2)",16,64,50,100,40,0.014001,1350.79310131073
#pragma clang loop(j2) pack array(A) allocate(malloc), ,"#pragma clang loop(i1,j1,k1,i2,j2) interchange permutation(j1,k1,i1,j2,i2)",16,32,50,100,40,0.0154225,1363.353279352188
#pragma clang loop(j2) pack array(A) allocate(malloc), ,"#pragma clang loop(i1,j1,k1,i2,j2) interchange permutation(j1,k1,i1,j2,i2)",8,20,50,100,40,0.0187355,1375.7688765525818
 , ,"#pragma clang loop(i1,j1,k1,i2,j2) interchange permutation(j1,k1,i1,j2,i2)",128,50,256,100,40,0.006197,1387.4613416194916
 , , ,8,2048,64,100,40,0.0057355,1399.3086295127869
 , , ,16,2048,64,100,40,0.0056585,1410.8535833358765
 , , ,128,64,256,100,40,0.005714,1421.5418112277985
 , ,"#pragma clang loop(i1,j1,k1,i2,j2) interchange permutation(j1,k1,i1,j2,i2)",16,32,50,100,40,0.005898,1433.669822216034
#pragma clang loop(j2) pack array(A) allocate(malloc), ,"#pragma clang loop(i1,j1,k1,i2,j2) interchange permutation(j1,k1,i1,j2,i2)",128,2048,256,100,40,0.0079984999999999,1445.066379070282
#pragma clang loop(j2) pack array(A) allocate(malloc), , ,100,20,256,100,40,0.0108205,1456.857515335083
#pragma clang loop(j2) pack array(A) allocate(malloc), ,"#pragma clang loop(i1,j1,k1,i2,j2) interchange permutation(j1,k1,i1,j2,i2)",128,80,256,100,40,0.008362,1468.249503850937
#pragma clang loop(j2) pack array(A) allocate(malloc), , ,128,50,256,100,40,0.0096895,1479.7859182357788
 , ,"#pragma clang loop(i1,j1,k1,i2,j2) interchange permutation(j1,k1,i1,j2,i2)",16,2048,50,100,40,0.0058195,1491.3013281822205
 , ,"#pragma clang loop(i1,j1,k1,i2,j2) interchange permutation(j1,k1,i1,j2,i2)",16,2048,64,100,40,0.005879,1502.8352088928225
#pragma clang loop(j2) pack array(A) allocate(malloc), ,"#pragma clang loop(i1,j1,k1,i2,j2) interchange permutation(j1,k1,i1,j2,i2)",128,50,256,100,40,0.0081495,1514.3234479427338
 , , ,128,100,256,100,40,0.0057605,1525.2263305187223
 ,#pragma clang loop(m2) pack array(B) allocate(malloc), ,8,20,256,100,40,0.010347,1537.0290851593018
 ,#pragma clang loop(m2) pack array(B) allocate(malloc), ,8,32,256,100,40,0.011684,1549.001944065094
 , ,"#pragma clang loop(i1,j1,k1,i2,j2) interchange permutation(j1,k1,i1,j2,i2)",100,100,256,100,40,0.006109,1560.217067718506
 , , ,128,128,256,100,40,0.005751,1571.069393634796
 , , ,128,32,256,100,40,0.006057,1582.285029888153
 , ,"#pragma clang loop(i1,j1,k1,i2,j2) interchange permutation(j1,k1,i1,j2,i2)",128,20,256,100,40,0.0063455,1594.3326742649078
#pragma clang loop(j2) pack array(A) allocate(malloc), , ,4,2048,256,100,40,0.0096925,1605.7768783569336
 , ,"#pragma clang loop(i1,j1,k1,i2,j2) interchange permutation(j1,k1,i1,j2,i2)",16,128,50,100,40,0.0058705,1617.4141199588776
#pragma clang loop(j2) pack array(A) allocate(malloc), ,"#pragma clang loop(i1,j1,k1,i2,j2) interchange permutation(j1,k1,i1,j2,i2)",128,128,256,100,40,0.008091,1629.0459139347076
#pragma clang loop(j2) pack array(A) allocate(malloc), , ,128,64,256,100,40,0.0096695,1640.5208129882812
#pragma clang loop(j2) pack array(A) allocate(malloc), , ,128,2048,256,100,40,0.0097795,1652.3167984485626
#pragma clang loop(j2) pack array(A) allocate(malloc), ,"#pragma clang loop(i1,j1,k1,i2,j2) interchange permutation(j1,k1,i1,j2,i2)",4,100,256,100,40,0.0198165,1664.1330878734589
#pragma clang loop(j2) pack array(A) allocate(malloc), ,"#pragma clang loop(i1,j1,k1,i2,j2) interchange permutation(j1,k1,i1,j2,i2)",100,32,256,100,40,0.009247,1675.8103897571564
#pragma clang loop(j2) pack array(A) allocate(malloc), ,"#pragma clang loop(i1,j1,k1,i2,j2) interchange permutation(j1,k1,i1,j2,i2)",100,2048,256,100,40,0.0080005,1687.0566148757937
#pragma clang loop(j2) pack array(A) allocate(malloc), ,"#pragma clang loop(i1,j1,k1,i2,j2) interchange permutation(j1,k1,i1,j2,i2)",96,2048,256,100,40,0.008004,1698.3183977603912
#pragma clang loop(j2) pack array(A) allocate(malloc), , ,128,100,256,100,40,0.009761,1709.9133050441742
#pragma clang loop(j2) pack array(A) allocate(malloc), , ,128,80,256,100,40,0.0100109999999999,1721.4965960979462
 ,#pragma clang loop(m2) pack array(B) allocate(malloc), ,8,64,256,100,40,0.0100875,1733.6444532871246
#pragma clang loop(j2) pack array(A) allocate(malloc), , ,96,128,256,100,40,0.0096115,1745.8493218421936
 , , ,8,50,64,100,40,0.0057955,1758.1247580051422
#pragma clang loop(j2) pack array(A) allocate(malloc), , ,4,128,256,100,40,0.009738,1769.8610422611237
 ,#pragma clang loop(m2) pack array(B) allocate(malloc), ,128,20,256,100,40,0.010806,1782.1813509464264
 ,#pragma clang loop(m2) pack array(B) allocate(malloc), ,128,4,256,100,40,0.011477,1793.9003558158877
 , ,"#pragma clang loop(i1,j1,k1,i2,j2) interchange permutation(j1,k1,i1,j2,i2)",100,128,256,100,40,0.0060805,1805.0221498012545
 ,#pragma clang loop(m2) pack array(B) allocate(malloc),"#pragma clang loop(i1,j1,k1,i2,j2) interchange permutation(j1,k1,i1,j2,i2)",128,50,256,100,40,0.010023,1816.763060092926
 , , ,8,100,64,100,40,0.005679,1828.6698937416077
 , , ,16,32,50,100,40,0.006047,1841.0208795070648
 , , ,8,16,64,100,40,0.005684,1852.8618052005768
 , ,"#pragma clang loop(i1,j1,k1,i2,j2) interchange permutation(j1,k1,i1,j2,i2)",96,128,256,100,40,0.0062385,1864.101998806
 , , ,8,2048,50,100,40,0.005754,1876.1572284698489
 , , ,4,4,64,100,40,0.005759,1887.6486296653748
 , , ,8,20,64,100,40,0.0060025,1899.4225521087649
 , , ,8,50,50,100,40,0.00572,1911.452756166458
 , , ,16,2048,50,100,40,0.0057599999999999,1923.117324590683
 , , ,8,80,64,100,40,0.005802,1935.1657242774963
 , , ,16,64,50,100,40,0.0058,1946.6402037143707
 , , ,16,80,50,100,40,0.0060535,1958.380892038345
 , , ,4,80,64,100,40,0.0058445,1969.4130091667175
 , ,"#pragma clang loop(i1,j1,k1,i2,j2) interchange permutation(j1,k1,i1,j2,i2)",16,4,50,100,40,0.006021,1981.3887419700625
 , ,"#pragma clang loop(i1,j1,k1,i2,j2) interchange permutation(j1,k1,i1,j2,i2)",20,2048,50,100,40,0.006113,1992.9695024490356
 , ,"#pragma clang loop(i1,j1,k1,i2,j2) interchange permutation(j1,k1,i1,j2,i2)",16,8,32,100,40,0.0073925,2004.8090398311615
