p1,p2,p3,p4,p5,t0,objective,elapsed_sec
#pragma clang loop(i1) pack array(A) allocate(malloc), ,128,128,4,120,0.001111,1311.7588996887207
 , ,20,2048,4,120,0.001122,1322.6846678256989
 ,"#pragma clang loop(i1,j1,k1,i2,j2) interchange permutation(j1,k1,i1,j2,i2)",16,2048,4,120,0.0011205,1333.841967344284
 , ,32,2048,4,120,0.0011235,1345.7390112876892
#pragma clang loop(i1) pack array(A) allocate(malloc),"#pragma clang loop(i1,j1,k1,i2,j2) interchange permutation(j1,k1,i1,j2,i2)",4,128,4,120,0.0010775,1356.8744277954102
 ,"#pragma clang loop(i1,j1,k1,i2,j2) interchange permutation(j1,k1,i1,j2,i2)",80,2048,4,120,0.001108,1368.1620931625366
#pragma clang loop(i1) pack array(A) allocate(malloc),"#pragma clang loop(i1,j1,k1,i2,j2) interchange permutation(j1,k1,i1,j2,i2)",128,128,4,120,0.0010965,1378.571055173874
 , ,64,2048,4,120,0.0011475,1389.5964047908783
#pragma clang loop(i1) pack array(A) allocate(malloc),"#pragma clang loop(i1,j1,k1,i2,j2) interchange permutation(j1,k1,i1,j2,i2)",100,128,4,120,0.0011005,1400.9027690887451
 , ,4,128,4,120,0.0010745,1411.5900332927704
 ,"#pragma clang loop(i1,j1,k1,i2,j2) interchange permutation(j1,k1,i1,j2,i2)",128,128,4,120,0.0011034999999999,1422.0296506881714
#pragma clang loop(i1) pack array(A) allocate(malloc), ,100,128,4,120,0.001095,1433.3230617046356
#pragma clang loop(i1) pack array(A) allocate(malloc),"#pragma clang loop(i1,j1,k1,i2,j2) interchange permutation(j1,k1,i1,j2,i2)",64,128,4,120,0.001112,1445.2219905853271
#pragma clang loop(i1) pack array(A) allocate(malloc),"#pragma clang loop(i1,j1,k1,i2,j2) interchange permutation(j1,k1,i1,j2,i2)",8,128,4,120,0.001073,1456.2042348384855
#pragma clang loop(i1) pack array(A) allocate(malloc), ,8,128,4,120,0.001173,1467.1342577934265
 , ,100,128,4,120,0.001096,1478.182142496109
#pragma clang loop(i1) pack array(A) allocate(malloc),"#pragma clang loop(i1,j1,k1,i2,j2) interchange permutation(j1,k1,i1,j2,i2)",96,128,4,120,0.0010955,1489.4177556037905
#pragma clang loop(i1) pack array(A) allocate(malloc), ,4,128,4,120,0.001082,1500.4630544185638
#pragma clang loop(i1) pack array(A) allocate(malloc), ,32,128,4,120,0.001101,1512.5407054424286
#pragma clang loop(i1) pack array(A) allocate(malloc), ,80,128,4,120,0.001101,1523.5382006168363
