p0,p1,p2,p3,p4,p5,p6,p7,p8,p9,t0,t1,t2,t3,t4,objective,elapsed_sec
#pragma clang loop(j2) pack array(A) allocate(malloc), , ,80,100,4,#pragma clang loop(j2) pack array(C) allocate(malloc), , , ,180,190,200,210,220,0.00797349251539,1036.9435834884644
#pragma clang loop(j2) pack array(A) allocate(malloc),#pragma clang loop(i1) pack array(B) allocate(malloc), ,16,2048,4, ,#pragma clang loop(i1) pack array(D) allocate(malloc), , ,800,900,1000,1100,1200,0.6842217048867316,1036.962004184723
 ,#pragma clang loop(i1) pack array(B) allocate(malloc), ,8,4,4,#pragma clang loop(j2) pack array(C) allocate(malloc), , ,#pragma clang loop(i1) pack array(F) allocate(malloc),40,50,60,70,80,2.739723975984111e-09,1110.8357520103457
 , , ,50,2048,4, , , ,#pragma clang loop(i1) pack array(F) allocate(malloc),180,190,200,210,220,0.0071553466776417,1110.8575057983398
#pragma clang loop(j2) pack array(A) allocate(malloc), ,"#pragma clang loop(i1,j1,k1,i2,j2) interchange permutation(j1,k1,i1,j2,i2)",80,2048,32, ,#pragma clang loop(i1) pack array(D) allocate(malloc),#pragma clang loop(j2) pack array(E) allocate(malloc), ,800,900,1000,1100,1200,5.758574009347154,1110.8772852420807
 , ,"#pragma clang loop(i1,j1,k1,i2,j2) interchange permutation(j1,k1,i1,j2,i2)",4,2048,80,#pragma clang loop(j2) pack array(C) allocate(malloc),#pragma clang loop(i1) pack array(D) allocate(malloc), ,#pragma clang loop(i1) pack array(F) allocate(malloc),40,50,60,70,80,2.7411451524726334e-09,1214.4868292808533
 , , ,128,128,4,#pragma clang loop(j2) pack array(C) allocate(malloc),#pragma clang loop(i1) pack array(D) allocate(malloc), , ,180,190,200,210,220,0.009667567899275,1214.5096085071564
 , ,"#pragma clang loop(i1,j1,k1,i2,j2) interchange permutation(j1,k1,i1,j2,i2)",4,4,50,#pragma clang loop(j2) pack array(C) allocate(malloc), ,#pragma clang loop(j2) pack array(E) allocate(malloc),#pragma clang loop(i1) pack array(F) allocate(malloc),800,900,1000,1100,1200,6.819323223039231,1214.5292851924896
 , , ,8,100,64,#pragma clang loop(j2) pack array(C) allocate(malloc), , , ,40,50,60,70,80,2.750724948241588e-09,1257.4538230895996
 , , ,20,2048,4, , , , ,180,190,200,210,220,0.0074505853278807,1257.4777944087982
 , , ,96,80,20, , , , ,800,900,1000,1100,1200,0.4003946086985408,1257.497846841812
#pragma clang loop(j2) pack array(A) allocate(malloc), , ,128,16,4, ,#pragma clang loop(i1) pack array(D) allocate(malloc),#pragma clang loop(j2) pack array(E) allocate(malloc),#pragma clang loop(i1) pack array(F) allocate(malloc),40,50,60,70,80,2.744097386549212e-09,1326.153772354126
 , ,"#pragma clang loop(i1,j1,k1,i2,j2) interchange permutation(j1,k1,i1,j2,i2)",16,128,4, , , , ,180,190,200,210,220,0.0105000434981641,1326.1747512817385
 , , ,64,100,20,#pragma clang loop(j2) pack array(C) allocate(malloc), , , ,800,900,1000,1100,1200,0.4261167530849903,1326.1952257156372
 ,#pragma clang loop(i1) pack array(B) allocate(malloc), ,128,2048,32, ,#pragma clang loop(i1) pack array(D) allocate(malloc), ,#pragma clang loop(i1) pack array(F) allocate(malloc),40,50,60,70,80,2.741924119431632e-09,1386.1535573005676
 ,#pragma clang loop(i1) pack array(B) allocate(malloc), ,96,8,20,#pragma clang loop(j2) pack array(C) allocate(malloc), , ,#pragma clang loop(i1) pack array(F) allocate(malloc),180,190,200,210,220,0.0201952374971146,1386.1752979755402
 ,#pragma clang loop(i1) pack array(B) allocate(malloc), ,8,4,32,#pragma clang loop(j2) pack array(C) allocate(malloc), , , ,800,900,1000,1100,1200,5.989379944902028,1386.1963696479795
#pragma clang loop(j2) pack array(A) allocate(malloc),#pragma clang loop(i1) pack array(B) allocate(malloc),"#pragma clang loop(i1,j1,k1,i2,j2) interchange permutation(j1,k1,i1,j2,i2)",20,128,256, ,#pragma clang loop(i1) pack array(D) allocate(malloc),#pragma clang loop(j2) pack array(E) allocate(malloc), ,40,50,60,70,80,2.737317915337045e-09,1446.146070241928
 , ,"#pragma clang loop(i1,j1,k1,i2,j2) interchange permutation(j1,k1,i1,j2,i2)",80,128,4, , , , ,180,190,200,210,220,0.0110098680837393,1446.1678426265717
#pragma clang loop(j2) pack array(A) allocate(malloc),#pragma clang loop(i1) pack array(B) allocate(malloc), ,128,8,32, , , ,#pragma clang loop(i1) pack array(F) allocate(malloc),800,900,1000,1100,1200,6.463689065053407,1446.1889877319336
#pragma clang loop(j2) pack array(A) allocate(malloc), , ,96,8,64,#pragma clang loop(j2) pack array(C) allocate(malloc),#pragma clang loop(i1) pack array(D) allocate(malloc), ,#pragma clang loop(i1) pack array(F) allocate(malloc),40,50,60,70,80,2.747389642154518e-09,1524.8085157871246
 , , ,80,2048,8, , , ,#pragma clang loop(i1) pack array(F) allocate(malloc),180,190,200,210,220,0.0172551727946217,1524.8329038619995
